id,title,title_local,year,venue,status,source_type,primary_route,routes,level,tier,evidence_level,paper_url,doi,code_url,project_url,data_url,figure_url,source_note
associa-2025,Bridging Intuitive Associations and Deliberate Recall: Empowering LLM Personal Assistant with Graph-Structured Long-term Memory,连接直觉联想与审议召回：以图结构长期记忆增强大模型个人助理,2025,Findings of ACL 2025,peer-reviewed,paper,personal,personal|retrieval|evaluation,2,core,A,https://aclanthology.org/2025.findings-acl.901/,10.18653/v1/2025.findings-acl.901,,,,,一手正式入口为 ACL Anthology；已核对图构建、关联与审议检索、主表、消融、成本及局限。所有结果限于论文报告的基准。
rmm-2025,In Prospect and Retrospect: Reflective Memory Management for Long-term Personalized Dialogue Agents,前瞻与回顾：长期个性化对话智能体的反思式记忆管理,2025,ACL 2025,peer-reviewed,paper,personal,personal|agentic|retrieval|evaluation,2,core,A,https://aclanthology.org/2025.acl-long.413/,10.18653/v1/2025.acl-long.413,,,,,ACL 正式页和 PDF 全文核验；普通同行评议与单篇主实验不升级为 D3/P3/Q3。
knoll-2025,Knoll: Creating a Knowledge Ecosystem for Large Language Models,Knoll：为大语言模型构建知识生态,2025,UIST 2025,peer-reviewed,paper,personal,personal|retrieval|evaluation,2,bridge,A,https://doi.org/10.1145/3746059.3747711,10.1145/3746059.3747711,,,,,UIST 正式 DOI、全文机制、两个月部署、访问控制和失败案例均已核验；作为 personal/retrieval 之间的 bridge 纳入。
memoryos-2025,Memory OS of AI Agent,AI 智能体的记忆操作系统,2025,EMNLP 2025,peer-reviewed,paper,personal,evaluation|personal,2,core,A,https://aclanthology.org/2025.emnlp-main.1318/,10.18653/v1/2025.emnlp-main.1318,https://github.com/BAI-LAB/MemoryOS,,,,ACL Anthology 正式页、最终 PDF 和作者代码仓库交叉核验。
secom-2025,SeCom: On Memory Construction and Retrieval for Personalized Conversational Agents,SeCom：面向个性化对话智能体的记忆构建与检索,2025,ICLR 2025,peer-reviewed,paper,personal,evaluation|personal,2,core,A,https://proceedings.iclr.cc/paper_files/paper/2025/hash/e56f394bbd4f0ec81393d767caa5a31b-Abstract-Conference.html,,https://github.com/microsoft/SeCom,,,,以 ICLR Proceedings 正式页确认同行评议状态；代码仓库由作者团队维护。
memorybank-2024,MemoryBank: Enhancing Large Language Models with Long-Term Memory,MemoryBank：用长期记忆增强大语言模型,2024,AAAI 2024,peer-reviewed,paper,personal,personal,2,core,A,https://ojs.aaai.org/index.php/AAAI/article/view/29946,10.1609/aaai.v38i17.29946,,,,,出版状态依据 AAAI 正式页；arXiv 仅作为同一版本族的全文入口。
carecall-ltm-self-disclosure-2024,Understanding the Impact of Long-Term Memory on Self-Disclosure with Large Language Model-Driven Chatbots for Public Health Intervention,长期记忆对公共卫生大模型聊天机器人中自我披露的影响,2024,CHI 2024,peer-reviewed,paper,personal,personal|evaluation,2,bridge,A,https://doi.org/10.1145/3613904.3642420,10.1145/3613904.3642420,,,,,题名、作者、年份和 DOI 以 ACM 正式入口为准；机制、数值、局限与治理讨论由作者开放的 CHI 正式论文全文核验。该研究是非随机的真实部署比较，组间差异按关联证据表述。
msc-2022,Beyond Goldfish Memory: Long-Term Open-Domain Conversation,超越金鱼式记忆：长期开放域对话,2022,ACL 2022,peer-reviewed,paper+dataset,personal,evaluation|personal,2,core,A,https://aclanthology.org/2022.acl-long.356/,10.18653/v1/2022.acl-long.356,,,,,ACL Anthology 正式页与 PDF 核验；题名、作者、年份和 DOI 以正式页为准。
blenderbot3-2022,BlenderBot 3: a deployed conversational agent that continually learns to responsibly engage,BlenderBot 3：可持续学习并负责任交互的已部署对话智能体,2022,Meta AI technical report,official-report,official-report,personal,evaluation|personal,2,bridge,B,https://arxiv.org/abs/2208.03188,,https://github.com/facebookresearch/ParlAI/tree/main/projects/bb3,https://ai.meta.com/blog/blenderbot-3-a-175b-parameter-publicly-available-chatbot-that-improves-its-skills-and-safety-over-time/,https://parl.ai/projects/bb3/,,正式状态标为官方报告，未把 arXiv 页面误标为同行评议。
keep-me-updated-2022,Keep Me Updated! Memory Management in Long-term Conversations,让我保持最新：长期对话中的记忆管理,2022,Findings of EMNLP 2022,peer-reviewed,paper+dataset,personal,evaluation|personal,2,core,A,https://aclanthology.org/2022.findings-emnlp.276/,10.18653/v1/2022.findings-emnlp.276,,,,,已核验 ACL Anthology 正式全文；人评文案区分显著的可记忆性结果与仅平均得分更高的参与感、拟人感结果。
plato-ltm-2022,Long Time No See! Open-Domain Conversation with Long-Term Persona Memory,好久不见：具有长期人物记忆的开放域对话,2022,Findings of ACL 2022,peer-reviewed,paper+dataset,personal,personal,2,core,A,https://aclanthology.org/2022.findings-acl.207/,10.18653/v1/2022.findings-acl.207,,,,,已核验 ACL Anthology 正式全文；作者的首创表述不作为独立事实，且将相似项替换与真正冲突消解区分。
personalalign-2026,PersonalAlign: Hierarchical Implicit Intent Alignment for Personalized GUI Agent with Long-Term User-Centric Records,PersonalAlign：基于长期用户记录的个性化图形界面智能体分层隐式意图对齐,2026,ACL 2026,peer-reviewed,paper,personal,personal|agentic|evaluation,3,core,A,https://aclanthology.org/2026.acl-long.1669/,10.18653/v1/2026.acl-long.1669,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
context-length-alone-hurts-2025,Context Length Alone Hurts LLM Performance Despite Perfect Retrieval,即使完美召回，上下文长度本身仍损害大模型表现,2025,Findings of EMNLP 2025,peer-reviewed,paper,evaluation,contextual|evaluation,0,core,A,https://aclanthology.org/2025.findings-emnlp.1264/,10.18653/v1/2025.findings-emnlp.1264,,,,,元数据与数字来自 ACL Anthology 正式页和摘要；正文用于确认召回控制设计。
a22,Lost in the Middle: How Language Models Use Long Contexts,迷失在中间：语言模型如何使用长上下文,2024,TACL 12:157–173,peer-reviewed,journal-paper,evaluation,contextual|evaluation,0,core,A,https://aclanthology.org/2024.tacl-1.9/,10.1162/tacl_a_00638,https://github.com/nelson-liu/lost-in-the-middle,,,,TACL 正式版全文和作者代码核验。
kv-cache-compression-audit-2025,Rethinking Key-Value Cache Compression Techniques for Large Language Model Serving,重新审视大模型服务中的键值缓存压缩技术,2025,MLSys 2025,peer-reviewed,conference paper,evaluation,evaluation|contextual,1,bridge,B,https://proceedings.mlsys.org/paper_files/paper/2025/hash/26289c647c6828e862e271ca3c490486-Abstract-Conference.html,,,,,,纳入依据严格限定为表 5 的答案层反证与端到端审计。
taming-knowledge-conflicts-2025,Taming Knowledge Conflicts in Language Models,驯服语言模型中的知识冲突,2025,ICML 2025（PMLR 267:34074–34104）,peer-reviewed,paper,evaluation,evaluation|parametric|contextual,1,bridge,B,https://proceedings.mlr.press/v267/li25c.html,,https://github.com/GaotangLi/JUICE,,,,全文核验；贡献类型是推理时利用层桥接，因此 D1、bridge、level 1。
beyond-prompts-2024,Beyond Prompts: Dynamic Conversational Benchmarking of Large Language Models,超越静态提示：大语言模型动态对话评测,2024,NeurIPS 2024 Datasets and Benchmarks Track,peer-reviewed,benchmark-paper,evaluation,evaluation|contextual|agentic,1,core,A,https://proceedings.neurips.cc/paper_files/paper/2024/hash/4aedf0cba303537fcb6cf948bb41b2df-Abstract-Datasets_and_Benchmarks_Track.html,10.52202/079017-1347,,,,,NeurIPS 2024 Datasets and Benchmarks 正式页和 PDF 全文核验；动态退化结论限定于所测模型、基线和上下文配置，并保留三次重复、自动评分及检索上下文膨胀局限。
does-memory-need-graphs-2026,Does Memory Need Graphs? A Unified Framework and Empirical Analysis for Long-Term Dialog Memory,对话长期记忆需要图吗：统一框架与受控实证分析,2026,ACL 2026,peer-reviewed,evaluation,evaluation,evaluation|agentic|personal|retrieval,2,core,A,https://aclanthology.org/2026.acl-long.1232/,10.18653/v1/2026.acl-long.1232,https://github.com/AvatarMemory/UnifiedMem,,,,题名、作者、DOI、机制、表格结果和限制均由 ACL Anthology 正式页与 PDF 核验；结论刻意保留图在部分检索与 Value=session 设置中的优势。
lifedialbench-2026,Evaluating Memory Capability in Continuous Lifelog Scenario,连续生活日志场景中的记忆能力评测,2026,Findings of ACL 2026,peer-reviewed,benchmark,evaluation,evaluation|personal|retrieval,2,core,A,https://aclanthology.org/2026.findings-acl.351/,10.18653/v1/2026.findings-acl.351,,,,,ACL 正式页和 PDF 全文核验；纠正原 round4 对真实对话和 AUROC 的过度表述。
memoryagentbench-2026,Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions,通过增量多轮交互评测大模型智能体记忆,2026,ICLR 2026,peer-reviewed,benchmark,evaluation,evaluation|agentic|retrieval,2,core,A,https://iclr.cc/virtual/2026/poster/10010781,,,,,,ICLR 正式节目页和 OpenReview 正式 PDF 全文核验。
fragfuse-2026,FragFuse: Bypassing Access Control of Large Language Model Agents via Memory-Based Query Fragmentation and Fusion,FragFuse：长期记忆跨交互重组导致的智能体访问控制绕过,2026,USENIX Security 2026（Short Presentation）,peer-reviewed,paper,evaluation,evaluation|agentic,2,core,A,https://www.usenix.org/conference/usenixsecurity26/presentation/rao,,,,,,纠正原非法 verification_state；已全文核验，但普通同行评议不升级为 P3，且全部内容已降敏。
memora-2026,From Recall to Forgetting: Benchmarking Long-Term Memory for Personalized Agents,从回忆到遗忘：个性化智能体长期记忆基准,2026,Findings of ACL 2026,peer-reviewed,benchmark+dataset,evaluation,evaluation|personal,2,core,A,https://aclanthology.org/2026.findings-acl.1337/,10.18653/v1/2026.findings-acl.1337,https://github.com/geniesinc/Memora,,,,正式目录、全文与作者仓库交叉核验；若主站单篇 URL短时不可访问，DOI 和卷目录仍提供正式元数据。
memory-management-impact-2026,How Memory Management Impacts LLM Agents: An Empirical Study of Experience-Following Behavior,记忆管理如何影响 LLM 智能体：经验遵循行为的实证研究,2026,ACL 2026,peer-reviewed,paper,evaluation,evaluation|agentic,2,core,A,https://aclanthology.org/2026.acl-long.27/,10.18653/v1/2026.acl-long.27,,,,,已核验 ACL Anthology 正式全文；将跨代理经验现象与普遍理论定律明确区分。
locomo-plus-2026,Locomo-Plus: Beyond-Factual Cognitive Memory Evaluation Framework for LLM Agents,Locomo-Plus：超越事实回忆的 LLM 智能体认知记忆评测框架,2026,ACL 2026,peer-reviewed,benchmark,evaluation,evaluation|personal,2,core,A,https://aclanthology.org/2026.acl-long.1150/,10.18653/v1/2026.acl-long.1150,https://github.com/xjtuleeyf/Locomo-Plus,,,,已核验 ACL Anthology 正式全文；将该工作定位为较小的诊断性认知记忆基准，而非完整的人类记忆模型。
mem2actbench-2026,Mem2ActBench: A Benchmark for Evaluating Long-Term Memory Utilization in Task-Oriented Autonomous Agents,Mem2ActBench：评估任务型自主智能体的长期记忆利用,2026,ACL 2026,peer-reviewed,benchmark,evaluation,agentic|evaluation|personal,2,core,A,https://aclanthology.org/2026.acl-long.370/,10.18653/v1/2026.acl-long.370,https://github.com/Cantaloupe-M/Mem2ActBench,,,,正式 ACL 页、摘要和 PDF 表 1/方法部分核验。
permemsafe-2026,PerMemSafe: Benchmarking Implicit Personalized Safety of Long Horizon Self-Evolving Agents,PerMemSafe：长程自演化智能体隐式个性化安全基准,2026,Findings of ACL 2026,peer-reviewed,benchmark,evaluation,evaluation|personal,2,core,B,https://aclanthology.org/2026.findings-acl.320/,10.18653/v1/2026.findings-acl.320,,,,,已核验 ACL Anthology 正式全文；只保留防御性评测和范围边界，不展开风险情境构造细节。
privacy-control-conversational-llm-platforms-2026,Privacy Control in Conversational LLM Platforms: A Walkthrough Study,对话式大语言模型平台中的隐私控制：穿行研究,2026,CHI 2026,peer-reviewed,paper,evaluation,evaluation|personal,2,core,A,https://doi.org/10.1145/3772318.3791054,10.1145/3772318.3791054,,,,,正式元数据由 ACM DOI 页面核验；公开全文用于核对第 3 至第 6 节、表 1 至表 5及图 2 至图 11。产品结论只对应论文冻结的观察窗口。
relational-gains-privacy-strains-2026,"Relational Gains, Privacy Strains: Exploring Users' Perceptions and Experiences with ChatGPT's Memory Feature",关系收益与隐私压力：用户对 ChatGPT 记忆功能的感知与体验,2026,CHI 2026,peer-reviewed,conference-paper,evaluation,evaluation|personal,2,bridge,B,https://dl.acm.org/doi/10.1145/3772318.3791635,10.1145/3772318.3791635,,,,,CHI 2026 ACM 正式 DOI 与全文核验；正式题名和作者取代错误候选名“AI Never Forgets”。研究是 N=20 的一次性定性访谈，用户感知不作为客观准确性、遗忘或删除测量。
reproducing-lightmem-2026,Reproducing LightMem: Naive RAG Is Just as Good for Memory Management,复现 LightMem：朴素检索增强生成同样可以做好记忆管理,2026,arXiv,preprint,paper,evaluation,evaluation|retrieval|agentic,2,bridge,B,https://arxiv.org/abs/2607.29104,,https://github.com/ielab/Reproducing-LightMem,,,,arXiv 原始全文核验；作为独立复现直接反驳当前地图节点，但严格保留预印本状态。
algorithmic-self-portrait-2026,The Algorithmic Self-Portrait: Deconstructing Memory in ChatGPT,算法自画像：解构 ChatGPT 的记忆,2026,The ACM Web Conference 2026,peer-reviewed,paper,evaluation,evaluation|personal,2,core,A,https://doi.org/10.1145/3774904.3792671,10.1145/3774904.3792671,,,,,ACM DOI 与 WWW 2026 正式元数据由 DOI 和 TU Delft 机构页核验；全文证据由作者公开稿核验。敏感用户内容未在审计记录中复述。
sp-controls-emotional-engagement-2026,The Impact of Security and Privacy Controls on Users' Emotional Engagement with Generative AI Chatbots,安全与隐私控制对用户情感性使用生成式人工智能聊天机器人的影响,2026,USENIX Security 2026,peer-reviewed,paper,evaluation,evaluation|personal,2,bridge,B,https://www.usenix.org/conference/usenixsecurity26/presentation/kwesi,,,,,,正式接收与作者顺序由 USENIX Security 2026 论文页核验；公开全文核对方法、第 3 至第 5 节和表 1 至表 5。敏感场景只做聚合概括，未转录参与者原话。
big-help-big-brother-2025,"Big Help or Big Brother? Auditing Tracking, Profiling, and Personalization in Generative AI Assistants",大帮助还是老大哥：生成式人工智能助手的跟踪、画像与个性化审计,2025,34th USENIX Security Symposium (USENIX Security 25),peer-reviewed,deployment-audit,evaluation,evaluation|personal|agentic,2,bridge,B,https://www.usenix.org/conference/usenixsecurity25/presentation/vekaria,,,,,,正式部署系统审计可记 P3；与记忆机制主张仅为桥接，因此 D1、tier=bridge。
longmemeval-2025,LongMemEval: Benchmarking Chat Assistants on Long-Term Interactive Memory,LongMemEval：评测聊天助手的长期交互记忆,2025,ICLR 2025,peer-reviewed,benchmark+dataset,evaluation,evaluation|personal,2,core,A,https://proceedings.iclr.cc/paper_files/paper/2025/hash/d813d324dbf0598bbdc9c8e79740ed01-Abstract-Conference.html,,https://github.com/xiaowu0162/LongMemEval,,,,ICLR 正式 Proceedings、全文与作者仓库交叉核验；未以 OpenReview 验证页代替正式出版证明。
minja-2025,Memory Injection Attacks on LLM Agents via Query-Only Interaction,通过仅查询交互对 LLM 智能体进行记忆注入的安全研究,2025,NeurIPS 2025,peer-reviewed,security-evaluation,evaluation,evaluation|agentic,2,core,A,https://proceedings.neurips.cc/paper_files/paper/2025/hash/42a97bbd9844d2bf68596730af80bcdf-Abstract-Conference.html,10.52202/085713-1554,,,,,已核验 NeurIPS 正式全文；不记录异常内容、提示构造、目标对或复现参数。
memsim-2025,MemSim: A Bayesian Simulator for Evaluating Memory of LLM-based Personal Assistants,MemSim：评测 LLM 个人助手记忆的贝叶斯模拟器,2025,NeurIPS 2025,peer-reviewed,benchmark+dataset,evaluation,evaluation|personal,2,core,A,https://proceedings.neurips.cc/paper_files/paper/2025/hash/826aea2253363fe04e8c4991b2a8869e-Abstract-Conference.html,10.52202/085713-3025,https://github.com/nuster1128/MemSim,,,,NeurIPS 正式页、最终 PDF 与官方仓库核验。
user-sp-concerns-conversational-ai-2025,Understanding Users’ Security and Privacy Concerns and Attitudes Towards Conversational AI Platforms,理解用户对对话式人工智能平台的安全与隐私关切及态度,2025,IEEE Symposium on Security and Privacy 2025,peer-reviewed,paper,evaluation,evaluation|personal,2,bridge,B,https://doi.org/10.1109/SP61157.2025.00241,10.1109/SP61157.2025.00241,,,,,正式版本和 DOI 由 IEEE S&P 2025 程序与 DOI 页面核验；作者公开全文用于核对第 3 至第 7 节、表 1 至表 4和图 1 至图 5。为保护用户，未保留账号名或原帖内容，也未在本记录中复述用户原文。
mextra-2025,Unveiling Privacy Risks in LLM Agent Memory,揭示 LLM 智能体记忆中的隐私风险,2025,ACL 2025,peer-reviewed,security-evaluation,evaluation,evaluation|personal,2,core,A,https://aclanthology.org/2025.acl-long.1227/,10.18653/v1/2025.acl-long.1227,,,,,只记录风险与防护含义；删去任何提示设计或自动化抽取方法。
hoovered-data-point-2025,"“Hoovered up as a data point”: Exploring Privacy Behaviours, Awareness, and Concerns Among UK Users of LLM-based Conversational Agents",被吸纳为数据点：英国大语言模型对话代理用户的隐私行为、认知与关切,2025,Proceedings on Privacy Enhancing Technologies 2025(4),peer-reviewed,paper,evaluation,evaluation|personal,2,core,A,https://petsymposium.org/popets/2025/popets-2025-0160.php,10.56553/popets-2025-0160,,,,,正式元数据和全文均来自 PoPETs；核对正式页码 838 至 860、第 3 至第 6 节、表 1 至表 3和图 1 至图 3。用户敏感内容只按聚合结果呈现。
locomo-2024,Evaluating Very Long-Term Conversational Memory of LLM Agents,评估 LLM 智能体的超长期对话记忆,2024,ACL 2024,peer-reviewed,benchmark+dataset,evaluation,evaluation|personal,2,core,A,https://aclanthology.org/2024.acl-long.747/,10.18653/v1/2024.acl-long.747,,,,,ACL 正式页和全文深读；数字均定位到表格或局限章节。
streambench-2024,StreamBench: Towards Benchmarking Continuous Improvement of Language Agents,StreamBench：语言智能体持续改进基准,2024,NeurIPS 2024 Datasets and Benchmarks Track,peer-reviewed,paper,evaluation,evaluation|agentic,2,bridge,A,https://proceedings.neurips.cc/paper_files/paper/2024/hash/c189915371c4474fe9789be3728113fc-Abstract-Datasets_and_Benchmarks_Track.html,10.52202/079017-3398,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
demystify-memory-mle-2026,Demystify the Role of Memory in Machine Learning Engineering Agents,揭示记忆在机器学习工程智能体中的作用,2026,Findings of ACL 2026,peer-reviewed,paper,evaluation,evaluation|agentic,3,core,A,https://aclanthology.org/2026.findings-acl.525/,10.18653/v1/2026.findings-acl.525,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
pii-cue-controlled-2026,Do LLMs Really Memorize Personally Identifiable Information? Revisiting PII Leakage with a Cue-Controlled Memorization Framework,LLM 真的记住了个人身份信息吗：用线索受控框架重审 PII 泄露,2026,ACL 2026,peer-reviewed,benchmark+evaluation,evaluation,evaluation|parametric,3,bridge,A,https://aclanthology.org/2026.acl-long.1560/,10.18653/v1/2026.acl-long.1560,,,,,作为 PII 评测有效性的关键反证；不削弱外部记忆泄露论文所证明的独立风险。
mem-gallery-2026,Mem-Gallery: Benchmarking Multimodal Long-Term Conversational Memory for MLLM Agents,Mem-Gallery：多模态大模型智能体长期对话记忆基准,2026,ACL 2026,peer-reviewed,paper,evaluation,evaluation|personal|retrieval,3,core,A,https://aclanthology.org/2026.acl-long.1892/,10.18653/v1/2026.acl-long.1892,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
when-facts-change-2026,When Facts Change: Temporal Knowledge Conflict Resolution in LLMs,当事实发生变化：大语言模型中的时间知识冲突解决,2026,Findings of ACL 2026,peer-reviewed,paper,evaluation,evaluation|parametric|retrieval,3,bridge,A,https://aclanthology.org/2026.findings-acl.103/,10.18653/v1/2026.findings-acl.103,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
quantization-unlearning-failure-2025,Catastrophic Failure of LLM Unlearning via Quantization,量化导致大语言模型遗忘灾难性失效,2025,ICLR 2025,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://openreview.net/forum?id=lHSeDYamnz,,,,,,ICLR正式页核验出版状态，公开同作品族全文核验表图；只报告防御性聚合结果。
faithun-2025,FaithUn: Toward Faithful Forgetting in Language Models by Investigating the Interconnectedness of Knowledge,FaithUn：通过知识关联性研究实现语言模型可信遗忘,2025,EMNLP 2025,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://aclanthology.org/2025.emnlp-main.657/,10.18653/v1/2025.emnlp-main.657,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
fast-exact-unlearning-2025,Fast Exact Unlearning for In-Context Learning Data for LLMs,面向大语言模型上下文学习数据的快速精确遗忘,2025,"ICML 2025, PMLR 267",peer-reviewed,paper,evaluation,evaluation|contextual,3,core,A,https://proceedings.mlr.press/v267/muresanu25a.html,,,,,,正式 ICML 状态、精确删除定义、算法、成本表和限制均由 PMLR 正式页与全文核验。 独立合并审计将方法自身实验的直接性校准为 D2；D3 仅保留给独立验证或反驳。
fuma-2025,Identifying Unlearned Data in LLMs via Membership Inference Attacks,通过成员身份推断识别大语言模型已遗忘数据,2025,EMNLP 2025,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://aclanthology.org/2025.emnlp-main.551/,10.18653/v1/2025.emnlp-main.551,,,,,正式论文页和全文已核验；为安全降敏，仅记录审计任务、聚合结果和治理含义，不复述可操作攻击流程或样例。
muse-2025,MUSE: Machine Unlearning Six-Way Evaluation for Language Models,MUSE：语言模型机器遗忘六维评测,2025,ICLR 2025,peer-reviewed,benchmark,evaluation,evaluation|parametric,3,core,A,https://proceedings.iclr.cc/paper_files/paper/2025/hash/4556f5398bd2c61bd7500e306b4e560a-Abstract-Conference.html,,,,,,ICLR 正式 Proceedings 与全文核验；将参数遗忘边界显式标注。
openunlearning-2025,OpenUnlearning: Accelerating LLM Unlearning via Unified Benchmarking of Methods and Metrics,OpenUnlearning：通过统一方法与指标基准加速大语言模型遗忘研究,2025,NeurIPS 2025 Datasets and Benchmarks Track,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2025/hash/3e4a38f228427ab819ba7899003a44b1-Abstract-Datasets_and_Benchmarks_Track.html,10.52202/085713-1458,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
poisonedrag-2025,PoisonedRAG: Knowledge Corruption Attacks to Retrieval-Augmented Generation of Large Language Models,PoisonedRAG：检索增强生成的知识污染风险,2025,USENIX Security 2025,peer-reviewed,security-evaluation,evaluation,evaluation|retrieval,3,core,A,https://www.usenix.org/conference/usenixsecurity25/presentation/zou-poisonedrag,,,,,,仅记录威胁类型、聚合实验证据与治理含义；不保留任何可操作攻击细节。
ragva-deployment-2025,RAGVA: Engineering retrieval augmented generation-based virtual assistants in practice,RAGVA：真实环境中检索增强虚拟助手的工程实践,2025,"Journal of Systems and Software 226, 112436",peer-reviewed,paper,evaluation,evaluation|retrieval|personal,3,bridge,B,https://www.sciencedirect.com/science/article/pii/S0164121225001049,10.1016/j.jss.2025.112436,,,,,ScienceDirect正式页核验卷期、文章号、DOI与开放获取状态；正式全文核验流程、参与者、挑战和效度限制。
superficial-editing-2025,Revealing the Deceptiveness of Knowledge Editing: A Mechanistic Analysis of Superficial Editing,揭示知识编辑的表面性,2025,ACL 2025,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://aclanthology.org/2025.acl-long.868/,10.18653/v1/2025.acl-long.868,https://github.com/jiakuan929/superficial-editing,,,,正式 ACL 页、摘要与作者代码入口核验。
unlearning-or-obfuscating-2025,Unlearning or Obfuscating? Jogging the Memory of Unlearned LLMs via Benign Relearning,遗忘还是混淆：通过正常再学习检验 LLM 遗忘的稳健性,2025,ICLR 2025,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://proceedings.iclr.cc/paper_files/paper/2025/hash/18fd48d9cbbf9a20e434c9d3db6973c5-Abstract-Conference.html,,,,,,防御性稳健性结论；不提供用于恢复被遗忘信息的操作步骤或参数。
wikibigedit-2025,WikiBigEdit: Understanding the Limits of Lifelong Knowledge Editing in LLMs,WikiBigEdit：理解大模型终身知识编辑的极限,2025,ICML 2025（PMLR 267:59326–59354）,peer-reviewed,benchmark,evaluation,evaluation|parametric|retrieval,3,core,A,https://proceedings.mlr.press/v267/thede25a.html,,https://github.com/lukasthede/WikiBigEdit,,,,PMLR 正式页与 PDF 全文核验；原 PMLR 子目录 PDF URL 已更正为正式 raw 入口。
raguard-2025,Worse than Zero-shot? A Fact-Checking Dataset for Evaluating the Robustness of RAG Against Misleading Retrievals,比无检索更差？评测检索增强生成抵抗误导检索的事实核查数据集,2025,NeurIPS 2025 Datasets and Benchmarks Track,peer-reviewed,paper,evaluation,evaluation|retrieval,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2025/hash/ed25c00ff6900989116d3ba5d607d33d-Abstract-Datasets_and_Benchmarks_Track.html,10.52202/085713-5409,,,,,正式论文页与全文已核验；为安全和隐私降敏，不复述误导内容或个体样例。
agentpoison-2024,AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,AgentPoison：通过记忆或知识库污染对 LLM 智能体进行安全评测,2024,NeurIPS 2024,peer-reviewed,security-evaluation,evaluation,evaluation|agentic|retrieval,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2024/hash/eb113910e9c3f6242541c1652e30dfd6-Abstract-Conference.html,10.52202/079017-4136,,,,,已核验 NeurIPS 正式全文；安全内容经过降敏，只保留威胁前提、分项结果、限制和防护含义。
can-sensitive-information-be-deleted-2024,Can Sensitive Information Be Deleted From LLMs? Objectives for Defending Against Extraction Attacks,敏感信息能否从大语言模型中删除：面向提取攻击的防御目标,2024,ICLR 2024,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://proceedings.iclr.cc/paper_files/paper/2024/hash/c652e5f62fd1f5acbbf0d6413a1113e7-Abstract-Conference.html,,,,,,正式 ICLR 状态、攻击定义、表格数值和结论由 ICLR Proceedings 与全文核验；安全细节仅保留审计所需的降敏概述。
conflictbank-2024,ConflictBank: A Benchmark for Evaluating the Influence of Knowledge Conflicts in LLMs,ConflictBank：评测知识冲突影响的大语言模型基准,2024,NeurIPS 2024 Datasets and Benchmarks Track,peer-reviewed,paper,evaluation,evaluation|parametric|retrieval,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2024/hash/baf4b960d118f838ad0b2c08247a9ebe-Abstract-Datasets_and_Benchmarks_Track.html,10.52202/079017-3280,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
a11,Evaluating the Ripple Effects of Knowledge Editing in Language Models,评测知识编辑的涟漪效应,2024,TACL 12:283–298,peer-reviewed,journal-paper,evaluation,evaluation|parametric,3,core,A,https://aclanthology.org/2024.tacl-1.16/,10.1162/tacl_a_00644,,,,,TACL 正式版核验；未找到可靠作者代码入口。
model-editing-harms-2024,Model Editing Harms General Abilities of Large Language Models: Regularization to the Rescue,模型编辑会损害大语言模型的一般能力：用正则化缓解,2024,EMNLP 2024,peer-reviewed,paper,evaluation,evaluation|parametric,3,core,A,https://aclanthology.org/2024.emnlp-main.934/,10.18653/v1/2024.emnlp-main.934,,,,,ACL Anthology 正式页核验；保留模型编辑作为参数记忆治理的桥接边界。
rag-privacy-good-bad-2024,The Good and The Bad: Exploring Privacy Issues in Retrieval-Augmented Generation (RAG),好与坏：检索增强生成中的隐私问题,2024,Findings of ACL 2024,peer-reviewed,paper,evaluation,evaluation|retrieval|parametric,3,core,A,https://aclanthology.org/2024.findings-acl.267/,10.18653/v1/2024.findings-acl.267,,,,,一手正式入口为 ACL Anthology；已核对威胁模型、表 1–3、图 4–5、结论和局限。为降低滥用风险，本记录只保留评测结构和结果，不转录攻击命令或提示模板。
